"id","cidr","createdAt","createdBy","description","envTypeConfigId","envTypeId","error","indexId","instanceType","inWorkflow","loadBalancerId","name","outputs","projectId","provisionedProductId","rev","status","studyIds","studyRoles","updatedAt","updatedBy"
"96323e09-5ac4-41d2-9b0a-32bca639c71a","71.245.224.137/32","2023-01-18T21:36:36.116Z","u-74cq57xq1gBAHm-UxlT8M","test","ec2-windows-admin-v0_1","prod-iegickme3ylny-pa-se3hdrs72kilo","""ALB Termination has failed with the folowing error.         Please contact your administrator. Retry the termination to terminate the workspace. Reason:environment type with id """"prod-iegickme3ylny-pa-se3hdrs72kilo"""" does not exist""","0","","true","","simran-test-windows-original","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-yo4x22iald5qc/7dd45310-9778-11ed-a621-1299a93f3a87""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Scheme""},""OutputValue"":{""S"":""rdp""},""Description"":{""S"":""Protocol for connection""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1674077925995-ec2-role""},""Description"":{""S"":""IAM role assumed by the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceDnsName""},""OutputValue"":{""S"":""ec2-34-229-251-56.compute-1.amazonaws.com""},""Description"":{""S"":""Public DNS name of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspacePublicIp""},""OutputValue"":{""S"":""34.229.251.56""},""Description"":{""S"":""Public IP address of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1InstanceId""},""OutputValue"":{""S"":""i-09b22317a1ba50cc8""},""Description"":{""S"":""EC2 Windows Instance Id""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceInstanceId""},""OutputValue"":{""S"":""i-09b22317a1ba50cc8""},""Description"":{""S"":""Instance Id for the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Name""},""OutputValue"":{""S"":""RDP to EC2 Windows Instance""},""Description"":{""S"":""Name of the connection""}}}]","aim-ahead-swb-prod","pp-yo4x22iald5qc","9","TERMINATING_FAILED","[]","","2024-07-17T13:37:12.935Z","u-74cq57xq1gBAHm-UxlT8M"
"6f3ff13a-6ed4-461f-8052-96894935bb7f","134.238.233.102/32","2024-02-29T22:25:50.111Z","u-iqWYWUiHp4nDPKuf2I9_k","sagemaker workspace - loading dataset","sagemaker-small","prod-o5niatppdiag6-pa-vudrswc75oa4k","ALB Termination has failed with the folowing error.         Please contact your administrator. Retry the termination to terminate the workspace. Reason:You are not authorized to perform this operation","research","ml.t3.medium","true","","makdeHTN-SM-1","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-cjj6bo33gsgzq/cbcfcc60-d751-11ee-a579-0afa83937f2b""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionScheme""},""OutputValue"":{""S"":""https""},""Description"":{""S"":""Protocol for connection 1""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionType""},""OutputValue"":{""S"":""SageMaker""},""Description"":{""S"":""Type of environment this connection is for""}}},{""M"":{""OutputKey"":{""S"":""NotebookInstanceName""},""OutputValue"":{""S"":""BasicNotebookInstance-6cvAooSdHPsA""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1709245678646-sagemaker-notebook-role""},""Description"":{""S"":""IAM role assumed by the SageMaker workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionNotebookArn""},""OutputValue"":{""S"":""arn:aws:sagemaker:us-east-1:985832498708:notebook-instance/basicnotebookinstance-6cvaoosdhpsa""},""Description"":{""S"":""SageMaker Notebook Arn""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionName""},""OutputValue"":{""S"":""SageMaker Notebook""},""Description"":{""S"":""Name for this connection""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionPolicy""},""OutputValue"":{""S"":""presigned-url-access""},""Description"":{""S"":""Inline policy name that has use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRole""},""OutputValue"":{""S"":""analysis-1709245678646-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role name to use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionInfo""},""OutputValue"":{""S"":""BasicNotebookInstance-6cvAooSdHPsA""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1709245678646-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role to use for creating presigned URL""}}}]","Consortium-Development-Project","pp-cjj6bo33gsgzq","18","TERMINATING_FAILED","[{""S"":""cdp-cardiometabolic-disparities-shared""}]","{}","2024-04-25T20:08:21.337Z","_system_"
"d58e2023-661b-44d8-99df-fc45f33a4c79","172.249.227.100/32","2023-11-16T18:27:16.250Z","u--hGX_B2bl04bdtEWOtI7Q","analysis for project","sagemaker-medium-nonstop","prod-o5niatppdiag6-pa-qtwxh5jtweqvo","ALB Termination has failed with the folowing error.         Please contact your administrator. Retry the termination to terminate the workspace. Reason:You are not authorized to perform this operation","research","","true","","AnalysisWorkspace","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-ehup3jfvn6r6u/13189c60-84ae-11ee-9d1c-122dff0ad54d""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1700159364886-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role to use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionScheme""},""OutputValue"":{""S"":""https""},""Description"":{""S"":""Protocol for connection 1""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRole""},""OutputValue"":{""S"":""analysis-1700159364886-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role name to use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionNotebookArn""},""OutputValue"":{""S"":""arn:aws:sagemaker:us-east-1:985832498708:notebook-instance/basicnotebookinstance-mrsg1iuyl9nh""},""Description"":{""S"":""SageMaker Notebook Arn""}}},{""M"":{""OutputKey"":{""S"":""NotebookInstanceName""},""OutputValue"":{""S"":""BasicNotebookInstance-mrsg1iUyl9nh""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1700159364886-sagemaker-notebook-role""},""Description"":{""S"":""IAM role assumed by the SageMaker workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionType""},""OutputValue"":{""S"":""SageMaker""},""Description"":{""S"":""Type of environment this connection is for""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionInfo""},""OutputValue"":{""S"":""BasicNotebookInstance-mrsg1iUyl9nh""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionName""},""OutputValue"":{""S"":""SageMaker Notebook""},""Description"":{""S"":""Name for this connection""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionPolicy""},""OutputValue"":{""S"":""presigned-url-access""},""Description"":{""S"":""Inline policy name that has use for creating presigned URL""}}}]","Research-Fellowship","pp-ehup3jfvn6r6u","10","TERMINATING_FAILED","[{""S"":""Research-Fellowship-jovita-murillo""}]","{}","2024-02-21T14:04:26.340Z","_system_"
"6e36d35b-6fdd-4eb0-8cbb-698975727e92","204.131.83.168/32","2024-04-02T18:02:03.794Z","u-KID6sl9TB90YeituTh7Ku","This study will include access to OCHIN dataset and analyzing it in relation to SDOH.","Sagemaker-Small","prod-o5niatppdiag6-pa-evokipi5lpj5s","ALB Termination has failed with the folowing error.         Please contact your administrator. Retry the termination to terminate the workspace. Reason:You are not authorized to perform this operation","research","ml.t3.medium","true","","AIML-ResearchFellowship-OCHIN-I","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-gwxz2qlflh7k4/6d3dc600-f11b-11ee-895c-0affcbf4fe5f""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1712081057221-sagemaker-notebook-role""},""Description"":{""S"":""IAM role assumed by the SageMaker workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionPolicy""},""OutputValue"":{""S"":""presigned-url-access""},""Description"":{""S"":""Inline policy name that has use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""NotebookInstanceName""},""OutputValue"":{""S"":""BasicNotebookInstance-tTR1le58Df2k""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionNotebookArn""},""OutputValue"":{""S"":""arn:aws:sagemaker:us-east-1:985832498708:notebook-instance/basicnotebookinstance-ttr1le58df2k""},""Description"":{""S"":""SageMaker Notebook Arn""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionInfo""},""OutputValue"":{""S"":""BasicNotebookInstance-tTR1le58Df2k""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionName""},""OutputValue"":{""S"":""SageMaker Notebook""},""Description"":{""S"":""Name for this connection""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1712081057221-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role to use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRole""},""OutputValue"":{""S"":""analysis-1712081057221-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role name to use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionType""},""OutputValue"":{""S"":""SageMaker""},""Description"":{""S"":""Type of environment this connection is for""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionScheme""},""OutputValue"":{""S"":""https""},""Description"":{""S"":""Protocol for connection 1""}}}]","Research-Fellowship-C2","pp-gwxz2qlflh7k4","19","TERMINATING_FAILED","[{""S"":""rfc2-solmaz-amiri""}]","{}","2024-07-09T23:34:55.649Z","_system_"
"280aa08d-4ee6-4d08-a9cf-72c93eadc255","68.42.72.189/32","2023-11-29T20:40:55.336Z","u--5Y9bWj5zqnIi_ViDt48G","AIM-AHEAD Research Fellowship","sagemaker-small","prod-o5niatppdiag6-pa-qtwxh5jtweqvo","ALB Termination has failed with the folowing error.         Please contact your administrator. Retry the termination to terminate the workspace. Reason:You are not authorized to perform this operation","research","","true","","Ashley-Bhogal","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-yymwgu37jtw7y/e603d060-8ef7-11ee-96ce-0a5e4b9a0735""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1701290583618-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role to use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionNotebookArn""},""OutputValue"":{""S"":""arn:aws:sagemaker:us-east-1:985832498708:notebook-instance/basicnotebookinstance-vr6qha1nufsq""},""Description"":{""S"":""SageMaker Notebook Arn""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionScheme""},""OutputValue"":{""S"":""https""},""Description"":{""S"":""Protocol for connection 1""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionInfo""},""OutputValue"":{""S"":""BasicNotebookInstance-Vr6Qha1nuFSQ""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""NotebookInstanceName""},""OutputValue"":{""S"":""BasicNotebookInstance-Vr6Qha1nuFSQ""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1701290583618-sagemaker-notebook-role""},""Description"":{""S"":""IAM role assumed by the SageMaker workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionPolicy""},""OutputValue"":{""S"":""presigned-url-access""},""Description"":{""S"":""Inline policy name that has use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionName""},""OutputValue"":{""S"":""SageMaker Notebook""},""Description"":{""S"":""Name for this connection""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionType""},""OutputValue"":{""S"":""SageMaker""},""Description"":{""S"":""Type of environment this connection is for""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRole""},""OutputValue"":{""S"":""analysis-1701290583618-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role name to use for creating presigned URL""}}}]","Research-Fellowship-C2","pp-yymwgu37jtw7y","5","TERMINATING_FAILED","[{""S"":""rfc2-ashley-beals""}]","{}","2024-05-03T17:23:59.506Z","_system_"
"d43bc02e-c4c8-4e1b-94f6-5278792f1362","73.201.214.163/32","2024-01-25T13:44:59.806Z","u-p3TrdGzgr35MBi52W1016","Optical coherence tomography angiography (OCTA) is a functional extension of OCT that provides information on retinal and choroidal circulations without the need for dye injections.","sagemaker-large","prod-o5niatppdiag6-pa-vudrswc75oa4k","ALB Termination has failed with the folowing error.         Please contact your administrator. Retry the termination to terminate the workspace. Reason:You are not authorized to perform this operation","research","ml.g5.4xlarge","true","","Optical-coherence-tomography-angiography","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-da3lnqta3qg7o/3cc8e810-bb88-11ee-97eb-0a7d0d91019d""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1706190428036-sagemaker-notebook-role""},""Description"":{""S"":""IAM role assumed by the SageMaker workspace instance""}}},{""M"":{""OutputKey"":{""S"":""NotebookInstanceName""},""OutputValue"":{""S"":""BasicNotebookInstance-nuU6iJiNApBs""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionType""},""OutputValue"":{""S"":""SageMaker""},""Description"":{""S"":""Type of environment this connection is for""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionPolicy""},""OutputValue"":{""S"":""presigned-url-access""},""Description"":{""S"":""Inline policy name that has use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRole""},""OutputValue"":{""S"":""analysis-1706190428036-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role name to use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionInfo""},""OutputValue"":{""S"":""BasicNotebookInstance-nuU6iJiNApBs""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionNotebookArn""},""OutputValue"":{""S"":""arn:aws:sagemaker:us-east-1:985832498708:notebook-instance/basicnotebookinstance-nuu6ijinapbs""},""Description"":{""S"":""SageMaker Notebook Arn""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionName""},""OutputValue"":{""S"":""SageMaker Notebook""},""Description"":{""S"":""Name for this connection""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionScheme""},""OutputValue"":{""S"":""https""},""Description"":{""S"":""Protocol for connection 1""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1706190428036-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role to use for creating presigned URL""}}}]","PAIR2","pp-da3lnqta3qg7o","15","TERMINATING_FAILED","[]","","2024-04-05T16:21:33.081Z","u-p3TrdGzgr35MBi52W1016"
"af8a88b3-0c9c-408f-9242-078274990764","47.218.109.85/32","2024-01-12T06:41:50.351Z","u-vjBYGPijlOJOhjSnH5zCK","test purpose","linux-small","prod-eawoj7gbea2iy-pa-k3zz3xjloi4yo","ALB Termination has failed with the folowing error.         Please contact your administrator. Retry the termination to terminate the workspace. Reason:You are not authorized to perform this operation","research","t3.medium","true","","tian-test","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-q5ltl7anvbksg/f95fd1a0-b115-11ee-982a-0e598a8ebf43""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceInstanceId""},""OutputValue"":{""S"":""i-0ef6f64b6f25613e7""},""Description"":{""S"":""Instance Id for the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceDnsName""},""OutputValue"":{""S"":""ec2-35-175-239-15.compute-1.amazonaws.com""},""Description"":{""S"":""Public DNS name of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1705041840354-ec2-role""},""Description"":{""S"":""IAM role assumed by the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Name""},""OutputValue"":{""S"":""SSH to Main EC2 instance""},""Description"":{""S"":""Name for connection""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspacePublicIp""},""OutputValue"":{""S"":""35.175.239.15""},""Description"":{""S"":""Public IP address of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1InstanceId""},""OutputValue"":{""S"":""i-0ef6f64b6f25613e7""},""Description"":{""S"":""EC2 Linux Instance Id""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Scheme""},""OutputValue"":{""S"":""ssh""},""Description"":{""S"":""Protocol for connection""}}}]","Consortium-Development-Project","pp-q5ltl7anvbksg","18","TERMINATING_FAILED","[{""S"":""CDP-garcia-shared""}]","{}","2024-09-06T18:50:05.306Z","_system_"
"7fdb571d-806d-4f09-afe3-40f3335f1562","159.118.73.18/32","2024-01-04T15:00:30.275Z","u-_ZciGq7XDkxfm9haRibiv","For EDA","sagemaker-small","prod-o5niatppdiag6-pa-qtwxh5jtweqvo","ALB Termination has failed with the folowing error.         Please contact your administrator. Retry the termination to terminate the workspace. Reason:You are not authorized to perform this operation","research","","true","","data-small","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-p4vpwd4447wfg/4e4d16a0-ab12-11ee-92f1-0ac3eea39161""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionNotebookArn""},""OutputValue"":{""S"":""arn:aws:sagemaker:us-east-1:985832498708:notebook-instance/basicnotebookinstance-pz6gpkipbnnf""},""Description"":{""S"":""SageMaker Notebook Arn""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1704380558521-sagemaker-notebook-role""},""Description"":{""S"":""IAM role assumed by the SageMaker workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionScheme""},""OutputValue"":{""S"":""https""},""Description"":{""S"":""Protocol for connection 1""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionName""},""OutputValue"":{""S"":""SageMaker Notebook""},""Description"":{""S"":""Name for this connection""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionPolicy""},""OutputValue"":{""S"":""presigned-url-access""},""Description"":{""S"":""Inline policy name that has use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRole""},""OutputValue"":{""S"":""analysis-1704380558521-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role name to use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1704380558521-presigned-url-sagemaker-notebook-role""},""Description"":{""S"":""IAM Role to use for creating presigned URL""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionInfo""},""OutputValue"":{""S"":""BasicNotebookInstance-pZ6GPKipbnnf""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""NotebookInstanceName""},""OutputValue"":{""S"":""BasicNotebookInstance-pZ6GPKipbnnf""},""Description"":{""S"":""The name of the SageMaker notebook instance.""}}},{""M"":{""OutputKey"":{""S"":""MetaConnectionType""},""OutputValue"":{""S"":""SageMaker""},""Description"":{""S"":""Type of environment this connection is for""}}}]","Research-Fellowship-C2","pp-p4vpwd4447wfg","22","TERMINATING_FAILED","[{""S"":""rfc2-scott-waggener""}]","{}","2024-06-02T19:53:48.909Z","_system_"
"ce752730-f732-4158-b88b-03d6945030ca","71.245.224.137/32","2023-02-10T15:17:17.796Z","u-74cq57xq1gBAHm-UxlT8M","test","windows_large-copy","prod-iegickme3ylny-pa-se3hdrs72kilo","""ALB Termination has failed with the folowing error.         Please contact your administrator. Retry the termination to terminate the workspace. Reason:environment type with id """"prod-iegickme3ylny-pa-se3hdrs72kilo"""" does not exist""","0","","true","","simran-test-windows-large-2","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-6k7n5faehle2w/5011aa50-a956-11ed-9cd8-0e2b2a6d8c63""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Scheme""},""OutputValue"":{""S"":""rdp""},""Description"":{""S"":""Protocol for connection""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceInstanceId""},""OutputValue"":{""S"":""i-08f6a90b40e601cc3""},""Description"":{""S"":""Instance Id for the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspacePublicIp""},""OutputValue"":{""S"":""54.162.10.180""},""Description"":{""S"":""Public IP address of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1676042367205-ec2-role""},""Description"":{""S"":""IAM role assumed by the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Name""},""OutputValue"":{""S"":""RDP to EC2 Windows Instance""},""Description"":{""S"":""Name of the connection""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceDnsName""},""OutputValue"":{""S"":""ec2-54-162-10-180.compute-1.amazonaws.com""},""Description"":{""S"":""Public DNS name of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1InstanceId""},""OutputValue"":{""S"":""i-08f6a90b40e601cc3""},""Description"":{""S"":""EC2 Windows Instance Id""}}}]","aim-ahead-swb-prod","pp-6k7n5faehle2w","9","TERMINATING_FAILED","[]","","2024-07-17T13:37:09.041Z","u-74cq57xq1gBAHm-UxlT8M"
"d97975cb-7a29-46db-ac4d-f4cfe8a6951a","108.174.83.107/32","2023-02-22T12:10:08.529Z","u-WJHcJjyCLrrPbuCCyOEtw","DFU","windows-small","prod-iegickme3ylny-pa-37ku2jdn4tugs","ALB Termination has failed with the folowing error.         Please contact your administrator. Retry the termination to terminate the workspace. Reason:You are not authorized to perform this operation","research","","true","","DFUFlores","[{""M"":{""OutputKey"":{""S"":""CloudformationStackARN""},""OutputValue"":{""S"":""arn:aws:cloudformation:us-east-1:985832498708:stack/SC-985832498708-pp-573synl3sehsa/291a0930-b2aa-11ed-93fc-0aa27aef0297""},""Description"":{""S"":""The ARN of the launched Cloudformation Stack""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1InstanceId""},""OutputValue"":{""S"":""i-0ffc711ac24c8f317""},""Description"":{""S"":""EC2 Windows Instance Id""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspacePublicIp""},""OutputValue"":{""S"":""52.90.244.214""},""Description"":{""S"":""Public IP address of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""WorkspaceInstanceRoleArn""},""OutputValue"":{""S"":""arn:aws:iam::985832498708:role/analysis-1677067939775-ec2-role""},""Description"":{""S"":""IAM role assumed by the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Scheme""},""OutputValue"":{""S"":""rdp""},""Description"":{""S"":""Protocol for connection""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceDnsName""},""OutputValue"":{""S"":""ec2-52-90-244-214.compute-1.amazonaws.com""},""Description"":{""S"":""Public DNS name of the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""Ec2WorkspaceInstanceId""},""OutputValue"":{""S"":""i-0ffc711ac24c8f317""},""Description"":{""S"":""Instance Id for the EC2 workspace instance""}}},{""M"":{""OutputKey"":{""S"":""MetaConnection1Name""},""OutputValue"":{""S"":""RDP to EC2 Windows Instance""},""Description"":{""S"":""Name of the connection""}}}]","Research-Fellowship","pp-573synl3sehsa","16","TERMINATING_FAILED","[]","","2024-03-28T20:23:27.106Z","u-WJHcJjyCLrrPbuCCyOEtw"
